3	181429900	181429910	2.912654
3	181429910	181429920	2.948112
3	181429920	181429930	2.91724
3	181429930	181429940	2.252043
3	181429940	181429950	2.309881
3	181429950	181429960	2.258258
3	181429960	181429970	2.215876
3	181429970	181429980	2.124899
3	181429980	181429990	2.072439
3	181429990	181430000	2.163669
3	181430000	181430010	3.479525
3	181430010	181430020	3.495183
3	181430020	181430030	3.626309
3	181430040	181430050	4.931448
3	181430050	181430060	4.815699
3	181430060	181430070	4.730112
3	181430070	181430080	4.94329
3	181431490	181431500	3.316746
3	181431500	181431510	3.327124
3	181431510	181431520	2.020762
3	181431520	181431530	2.022867
3	181431530	181431540	2.039882
3	181431540	181431550	2.61987
3	181431550	181431560	3.385559
3	181431560	181431570	2.019099
3	181431570	181431580	2.403779
3	181431580	181431590	2.39928
3	181431590	181431600	2.341279
3	181431600	181431610	2.414473
3	181431610	181431620	1.481955
3	181431620	181431630	1.465787
3	181431630	181431640	1.487555
3	181431640	181431650	1.254403
3	181431650	181431660	1.220498
3	181431660	181431670	1.191655
3	181431670	181431680	1.183011
3	181431680	181431690	1.170623
3	181431690	181431700	1.025803
3	181431700	181431710	0.918448
3	181431710	181431720	0.935019
3	181431720	181431730	0.972076
3	181431730	181431740	1.192856
3	181431740	181431750	1.220013
3	181431750	181431760	1.920009
3	181431760	181431770	2.000362
3	181431770	181431780	2.134619
3	181431780	181431790	2.186192
3	181431790	181431800	2.229004
3	181431800	181431810	2.228826
3	181431810	181431820	1.362896
3	181431820	181431830	1.367333
3	181431830	181431840	1.169112
3	181431840	181431850	1.156896
3	181431850	181431860	1.390753
3	181431860	181431870	1.431836
3	181431870	181431880	1.471348
3	181431880	181431890	2.393416
3	181431890	181431900	2.388608
3	181431900	181431910	2.403469
3	181431910	181431920	2.468482
3	181431920	181431930	2.449849
3	181431930	181431940	2.459279
3	181431940	181431950	2.444234
3	181431950	181431960	2.628454
3	181432560	181432570	4.622752
3	181438780	181438790	3.304028
3	181438790	181438800	1.967904
3	181438800	181438810	2.656021
3	181438810	181438820	4.401228
3	181438820	181438830	4.396393
3	181438840	181438850	4.313938
3	181439540	181439550	4.967325
3	181441860	181441870	4.346302
3	181441890	181441900	3.955526
3	181441960	181441970	4.137555
3	181441970	181441980	3.229753
3	181441980	181441990	3.280153
3	181441990	181442000	3.433238
3	181442000	181442010	3.484656
3	181442010	181442020	3.488935
3	181442020	181442030	2.656286
3	181442030	181442040	2.715716
3	181442040	181442050	2.643189
3	181442050	181442060	4.439072
3	181442060	181442070	4.371903
3	181442070	181442080	4.482463
3	181442080	181442090	4.371858
3	181442090	181442100	4.419668
3	181442100	181442110	4.441356
3	181442980	181442990	4.93076
3	181442990	181443000	4.830971
3	181443000	181443010	2.798156
3	181443010	181443020	4.732605
3	181443020	181443030	4.562204
3	181443030	181443040	4.678786
3	181443040	181443050	4.644288
3	181443050	181443060	4.703667
